referencia_pago_id;usuario_id;cuenta_id;codigo_referencia_pago;tipo_referencia_pago;descripcion;estado;pagador_nombre;pagador_email;solicitud_tarjeta_id;fecha_creacion;fecha_vencimiento;multipago;lease;unidad_negocio;tipo_creacion;frecuencia_recordatorio;fecha_proximo_recordatorio;referencia;migrado;inventario_tarjeta_cobranza_id;fecha_asociacion
1043;609572;612551;U61C1851368;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1044;609572;612551;U61C1851369;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1045;609572;612551;U61C1851370;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1046;609572;612551;U61C1851371;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1047;609572;612551;U61C1851372;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1048;609572;612551;U61C1851373;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1049;609572;612551;U61C1851374;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1050;609572;612551;U61C1851375;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1051;609572;612551;U61C1851376;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1052;609572;612551;U61C1851377;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1053;609572;612551;U61C1851378;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1054;609572;612551;U61C1851379;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1055;609572;612551;U61C1851380;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1056;609572;612551;U61C1851381;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1057;609572;612551;U61C1851382;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1058;609572;612551;U61C1851383;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1059;609572;612551;U61C1851384;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1060;609572;612551;U61C1851385;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1061;609572;612551;U61C1851386;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1062;609572;612551;U61C1851387;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1063;609572;612551;U61C1851388;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1064;609572;612551;U61C1851389;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1065;609572;612551;U61C1851390;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1066;609572;612551;U61C1851391;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1067;609572;612551;U61C1851392;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1068;609572;612551;U61C1851393;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1069;609572;612551;U61C1851394;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1070;609572;612551;U61C1851395;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1071;609572;612551;U61C1851396;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1072;609572;612551;U61C1851397;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1073;609572;612551;U61C1851398;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1074;609572;612551;U61C1851399;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1075;609572;612551;U61C1851400;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1076;609572;612551;U61C1851401;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1077;609572;612551;U61C1851402;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1078;609572;612551;U61C1851403;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1079;609572;612551;U61C1851404;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1080;609572;612551;U61C1851405;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1081;609572;612551;U61C1851406;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1082;609572;612551;U61C1851407;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1083;609572;612551;U61C1851408;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1084;609572;612551;U61C1851409;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1085;609572;612551;U61C1851410;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1086;609572;612551;U61C1851411;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1087;609572;612551;U61C1851412;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1088;609572;612551;U61C1851413;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1089;609572;612551;U61C1851414;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1090;609572;612551;U61C1851415;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1091;609572;612551;U61C1851416;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1092;609572;612551;U61C1851417;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1093;609572;612551;U61C1851418;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1094;609572;612551;U61C1851419;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1095;609572;612551;U61C1851420;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1096;609572;612551;U61C1851421;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1097;609572;612551;U61C1851422;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1098;609572;612551;U61C1851423;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1099;609572;612551;U61C1851424;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1100;609572;612551;U61C1851425;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1101;609572;612551;U61C1851426;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1102;609572;612551;U61C1851427;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1103;609572;612551;U61C1851428;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1104;609572;612551;U61C1851429;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1105;609572;612551;U61C1851430;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1106;609572;612551;U61C1851431;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1107;609572;612551;U61C1851432;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1108;609572;612551;U61C1851433;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1109;609572;612551;U61C1851434;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1110;609572;612551;U61C1851435;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1111;609572;612551;U61C1851436;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1112;609572;612551;U61C1851437;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1113;609572;612551;U61C1851438;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1114;609572;612551;U61C1851439;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1115;609572;612551;U61C1851440;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1116;609572;612551;U61C1851441;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1117;609572;612551;U61C1851442;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1118;609572;612551;U61C1851443;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
1119;609572;612551;U61C1851444;PAYMENT_COUPON;PAYMENT_COUPON_612551;ENABLED;;;;2013-05-23T00:00:00;;true;0;PAYMENT_COUPONS;CODE;;;;true;;2013-05-23T00:00:00
